gene,coef,abs_coef
BTG2,0.0034401937970736005,0.0034401937970736005
ATP8B1-AS1,-0.003427918152194053,0.003427918152194053
TTC28-AS1,-0.0034276992664264722,0.0034276992664264722
ENSG00000257531,-0.003427486393864749,0.003427486393864749
RMDN1,-0.003426999608688544,0.003426999608688544
ZMIZ1,-0.0034230197536130997,0.0034230197536130997
COL4A2,-0.0034224654766232994,0.0034224654766232994
IFNAR1,-0.0034217699473496795,0.0034217699473496795
MAPKAP1,-0.003420504424092057,0.003420504424092057
LEMD2,-0.003415426448153108,0.003415426448153108
Metazoa_SRP,-0.003404602092395616,0.003404602092395616
ITGA1,-0.003403360884253604,0.003403360884253604
ENSG00000287855,-0.0034030471703894566,0.0034030471703894566
DSG3,-0.0034028983744918027,0.0034028983744918027
BORCS7-ASMT,-0.0034028983744918027,0.0034028983744918027
AS3MT,-0.0034028983744918027,0.0034028983744918027
FAM104A,-0.0034028983744918027,0.0034028983744918027
PROK2,-0.0034028983744918027,0.0034028983744918027
CWC27,-0.003402418917037956,0.003402418917037956
ENSG00000197815,-0.003394912717088542,0.003394912717088542
KALRN,-0.003392072173830406,0.003392072173830406
TNFRSF10B,-0.0033907730745621305,0.0033907730745621305
ZNF385A,0.003388287065627773,0.003388287065627773
ASL,-0.0033865641206386058,0.0033865641206386058
HFE,-0.0033865641206386058,0.0033865641206386058
GEN1,-0.0033831504141195925,0.0033831504141195925
RFX3,-0.0033793668026786106,0.0033793668026786106
RNF213-AS1,-0.0033772072375778707,0.0033772072375778707
CCDC88A,-0.0033631127960351793,0.0033631127960351793
TANGO6,-0.0033607544786301864,0.0033607544786301864
PRSS23-AS1,-0.0033607544786301864,0.0033607544786301864
PCA3,-0.0033590904877348142,0.0033590904877348142
SFT2D3,-0.0033538631766852544,0.0033538631766852544
RPS10P7,-0.0033538631766852544,0.0033538631766852544
RPS20P14,-0.0033538631766852544,0.0033538631766852544
SAMSN1,-0.003350748449833224,0.003350748449833224
AGGF1,-0.003350748449833224,0.003350748449833224
ZNF891,-0.0033484676489929366,0.0033484676489929366
PPWD1,-0.0033463796432938874,0.0033463796432938874
SAXO1,-0.00334590772162138,0.00334590772162138
ANXA2R-AS1,-0.003342238022813063,0.003342238022813063
FANCL,-0.0033398374363682796,0.0033398374363682796
GLT8D1,-0.00333619319137567,0.00333619319137567
NUP58,-0.003335150968439212,0.003335150968439212
RBM12B,-0.003335074498261837,0.003335074498261837
ENSG00000285646,0.0033250171778769627,0.0033250171778769627
SMAD2,-0.003321378739883287,0.003321378739883287
NBAS,-0.0033099289508106977,0.0033099289508106977
GJB6,-0.0033044817017356624,0.0033044817017356624
ENSG00000280304,-0.0033044817017356624,0.0033044817017356624
KCNB1,-0.0033044817017356624,0.0033044817017356624
ENSG00000240695,-0.0033044817017356624,0.0033044817017356624
ENSG00000273797,-0.0033044817017356624,0.0033044817017356624
RAP1BP1,-0.0033044817017356624,0.0033044817017356624
HEATR4,-0.0033044817017356624,0.0033044817017356624
GEMIN8,-0.0033044817017356624,0.0033044817017356624
LINC02577,-0.0033044817017356624,0.0033044817017356624
KRBOX5,-0.0033044817017356624,0.0033044817017356624
RAP2A,-0.0033044817017356624,0.0033044817017356624
PRRG1,-0.0033044817017356624,0.0033044817017356624
ATP2A2,-0.0032893416164419833,0.0032893416164419833
SRGN,0.003288446903712281,0.003288446903712281
ENSG00000287906,0.003287952754381649,0.003287952754381649
PDXDC2P-NPIPB14P,-0.0032804574656826856,0.0032804574656826856
CDC16,0.0032774023831727323,0.0032774023831727323
SSTR2,-0.0032650533023466425,0.0032650533023466425
PRPF18,-0.003263089753061628,0.003263089753061628
NAXE,-0.0032575098430921,0.0032575098430921
CPXM2,-0.0032569961772248948,0.0032569961772248948
GLIS3,-0.003255715260267276,0.003255715260267276
AFAP1,-0.00325358620293208,0.00325358620293208
RAB30-DT,-0.0032535687092832004,0.0032535687092832004
PGGT1B,-0.0032475916935975537,0.0032475916935975537
ARHGEF12,-0.0032440528079920195,0.0032440528079920195
NOVA2,-0.0032360044990947666,0.0032360044990947666
INSR,-0.003230301687945898,0.003230301687945898
GJC1,-0.003230073648457194,0.003230073648457194
PHIP,-0.003228254797404578,0.003228254797404578
TIAM2,-0.0032276850093574476,0.0032276850093574476
CEP164,-0.0032239300976362965,0.0032239300976362965
DSTN,-0.0032234987070907987,0.0032234987070907987
ENSG00000270304,-0.0032215848341464633,0.0032215848341464633
SIRT3,-0.003221584834146391,0.003221584834146391
ENSG00000289183,-0.003221584834146391,0.003221584834146391
ENSG00000255629,-0.003221584834146391,0.003221584834146391
TBX15,-0.003221584834146391,0.003221584834146391
ENSG00000267248,-0.003221584834146391,0.003221584834146391
ENSG00000283563,-0.0032088573622645064,0.0032088573622645064
LINC01252,-0.0032088573622645064,0.0032088573622645064
LINC02157,-0.0032088573622645064,0.0032088573622645064
ENSG00000276672,-0.003201344997835738,0.003201344997835738
NOL11,-0.0032003536107738377,0.0032003536107738377
OR51E1,-0.0032003536107738377,0.0032003536107738377
ENSG00000240401,-0.0031994329066657077,0.0031994329066657077
ENOX1,-0.0031983051206938813,0.0031983051206938813
NPHP1,-0.0031932794343756945,0.0031932794343756945
NRSN2-AS1,-0.003192145468234009,0.003192145468234009
ENSG00000287134,-0.003190282344613391,0.003190282344613391
LAMB1,-0.003190211958147376,0.003190211958147376
SLC35F5,-0.0031853135227514575,0.0031853135227514575
ENSG00000280353,-0.003185231454705528,0.003185231454705528
SYT11,-0.0031808446840633476,0.0031808446840633476
ETFA,-0.003180652362829013,0.003180652362829013
PREPL,-0.003180157549472053,0.003180157549472053
ATP5MGP2,-0.0031761828904664003,0.0031761828904664003
PIK3AP1,0.0031754135135286204,0.0031754135135286204
BNIP3,-0.0031725685386585715,0.0031725685386585715
TMC7,-0.0031686072946110313,0.0031686072946110313
ENSG00000278716,-0.0031670790231045952,0.0031670790231045952
SYTL4,-0.003162556656102301,0.003162556656102301
GALK2,-0.0031620201537879045,0.0031620201537879045
CAPZA1,-0.003160358544532538,0.003160358544532538
ENSG00000279789,-0.003158378557031169,0.003158378557031169
AVPR1A,0.003155665378454976,0.003155665378454976
IDH1,-0.0031496758634820335,0.0031496758634820335
NIPSNAP2,-0.0031450382817335295,0.0031450382817335295
ZNF708,-0.0031442602583729535,0.0031442602583729535
HTR7P1,-0.0031413721286240766,0.0031413721286240766
TLCD5,-0.0031388859911764006,0.0031388859911764006
ENTPD1,-0.003138427488443712,0.003138427488443712
PITX1,-0.003136926597629542,0.003136926597629542
LTBR,0.0031350420067130917,0.0031350420067130917
AP3S2,-0.003130529951076687,0.003130529951076687
MARK3,-0.0031303165594091346,0.0031303165594091346
ZBTB38,-0.003128404635284503,0.003128404635284503
RSKR,-0.003126939806551081,0.003126939806551081
RBM28,-0.0031262668138917443,0.0031262668138917443
ZNF814,-0.0031246513336115702,0.0031246513336115702
PRKAR2B,-0.003123252427789292,0.003123252427789292
COQ7-DT,-0.003120405061303382,0.003120405061303382
ENSG00000242858,-0.003120405061303382,0.003120405061303382
ENSG00000286093,-0.003120405061303382,0.003120405061303382
SYBU,-0.003120405061303382,0.003120405061303382
OR2A1,-0.003120405061303382,0.003120405061303382
MYCT1,-0.003120405061303382,0.003120405061303382
ENSG00000289574,-0.003120405061303382,0.003120405061303382
ENSG00000285748,-0.003120405061303382,0.003120405061303382
WASL-DT,-0.003120405061303382,0.003120405061303382
INPP5F,-0.003119913233082713,0.003119913233082713
ENSG00000275216,-0.003119913233082713,0.003119913233082713
SMARCE1P1,-0.003119913233082713,0.003119913233082713
ENSG00000259659,-0.003119913233082713,0.003119913233082713
COX5BP7,-0.003119913233082713,0.003119913233082713
ENSG00000286004,-0.003119913233082713,0.003119913233082713
LPCAT3,-0.003119913233082713,0.003119913233082713
ENSG00000272175,-0.003119913233082713,0.003119913233082713
KCNK3,-0.003119913233082713,0.003119913233082713
KIAA1328,-0.0031162920754784743,0.0031162920754784743
GCNT1,-0.0031156695982106457,0.0031156695982106457
ENSG00000267787,-0.0031107246355417265,0.0031107246355417265
ENSG00000267505,-0.003109330532972602,0.003109330532972602
AFAP1-AS1,-0.0031053967166535844,0.0031053967166535844
FAM135A,-0.003103617278212351,0.003103617278212351
HMG20A,-0.00310317055304632,0.00310317055304632
KCTD7,-0.00310317055304632,0.00310317055304632
ARSB,-0.003102536375326917,0.003102536375326917
PLCB4,-0.003102414985105766,0.003102414985105766
ZNF207,-0.0030968400234994723,0.0030968400234994723
NPAT,-0.0030946015491563877,0.0030946015491563877
LINC01772,-0.003094307641938932,0.003094307641938932
DCAF6,-0.003094307641938932,0.003094307641938932
FBXL18,-0.0030939018104653012,0.0030939018104653012
SLC25A35,-0.0030938609167729587,0.0030938609167729587
TRMT5,-0.0030938609167729587,0.0030938609167729587
PCSK1,-0.0030938609167729587,0.0030938609167729587
PI15,-0.0030926018584199726,0.0030926018584199726
ZNF354B,-0.0030886806119859033,0.0030886806119859033
CREBBP,-0.00308789374685843,0.00308789374685843
SUPV3L1,0.003080241904434887,0.003080241904434887
TIFA,-0.0030793053754340385,0.0030793053754340385
TRMT1L,-0.0030770084576577056,0.0030770084576577056
ZNF320,-0.0030746666866126033,0.0030746666866126033
ENSG00000254428,-0.003072368770918676,0.003072368770918676
LINC03033,-0.003070254537645072,0.003070254537645072
TMEM37,-0.0030699304491469195,0.0030699304491469195
CDH3,-0.003067279649306628,0.003067279649306628
ENSG00000280035,-0.0030672478683099955,0.0030672478683099955
RMND1,-0.00306621199789361,0.00306621199789361
MID1,-0.003063496695673471,0.003063496695673471
CEP85L,-0.003061348311314167,0.003061348311314167
ZNF24,-0.0030568461544833786,0.0030568461544833786
FAM20C,-0.0030543922044284034,0.0030543922044284034
MYO1D,-0.0030528221313398407,0.0030528221313398407
MYO18A,-0.003048494959047806,0.003048494959047806
CROCCP3,-0.0030475244295351915,0.0030475244295351915
HIP1,-0.003045643155090009,0.003045643155090009
FAM161A,-0.003045643155090009,0.003045643155090009
ALG1L1P,-0.003045643155090009,0.003045643155090009
ENSG00000291096,-0.003045643155090009,0.003045643155090009
ZNF117,-0.0030388050086611303,0.0030388050086611303
FBXO22,-0.0030387138288509,0.0030387138288509
ERRFI1-DT,-0.003033569979125387,0.003033569979125387
USHBP1,-0.003033532895172038,0.003033532895172038
FCGR2A,-0.003033490135127317,0.003033490135127317
MIR99AHG,-0.003031316736651146,0.003031316736651146
TNFAIP8L1,-0.003027740697962303,0.003027740697962303
ENSG00000269688,-0.00302760540067376,0.00302760540067376
SPPL3,-0.003027158283829374,0.003027158283829374
ENSG00000289758,-0.0030258847445630986,0.0030258847445630986
BRD4,-0.003019781145944581,0.003019781145944581
ENSG00000286145,-0.003018806736051272,0.003018806736051272
ENSG00000239809,-0.0030173265269926113,0.0030173265269926113
PRDM15,-0.003017106771831671,0.003017106771831671
TRIM66,-0.003014382074958586,0.003014382074958586
SLC5A4-AS1,-0.0030138124883448874,0.0030138124883448874
ENSG00000290073,-0.003011269460523643,0.003011269460523643
TNK1,-0.003011269460523643,0.003011269460523643
CD83,-0.003011269460523643,0.003011269460523643
GPN1,-0.003011269460523643,0.003011269460523643
SNX14,-0.0030111840368781686,0.0030111840368781686
WIPI1,-0.003004453199506873,0.003004453199506873
CLIC4,0.0030041915803937975,0.0030041915803937975
RASSF4,-0.003003368462894905,0.003003368462894905
ZNF646,-0.0030019598242501735,0.0030019598242501735
CLPB,-0.0030018558518857,0.0030018558518857
PLOD2,-0.003000152652543385,0.003000152652543385
ZC3H12C,0.0029976092785801945,0.0029976092785801945
PDE10A,-0.002996928192591738,0.002996928192591738
RND1,-0.0029945445418553206,0.0029945445418553206
PCDH17,-0.0029937120981348236,0.0029937120981348236
RPL6P10,-0.0029937120981348236,0.0029937120981348236
SNCG,0.0029926729827684405,0.0029926729827684405
NDUFC1,-0.002991207672153116,0.002991207672153116
LARP1B,-0.0029901847231720933,0.0029901847231720933
ENSG00000280339,-0.002985849033805331,0.002985849033805331
ENSG00000273218,-0.0029858474116339355,0.0029858474116339355
CFAP298-TCP10L,-0.002983133778645294,0.002983133778645294
PAFAH1B1,-0.002981823822552897,0.002981823822552897
UROS,-0.0029809682009394028,0.0029809682009394028
ENOSF1,-0.0029798981017764153,0.0029798981017764153
PLEKHG4B,-0.0029793133895497158,0.0029793133895497158
EPB41,-0.0029742628551913805,0.0029742628551913805
PDHX,0.0029729169661188415,0.0029729169661188415
LHFPL2,-0.0029707655162477466,0.0029707655162477466
GLG1,-0.002970415085611251,0.002970415085611251
ENSG00000291144,0.002968460029230725,0.002968460029230725
STXBP4,-0.002967265115210056,0.002967265115210056
DNAJC21,-0.002965907115894534,0.002965907115894534
SFT2D2,-0.0029638701142234436,0.0029638701142234436
CARMN,-0.0029549692406343835,0.0029549692406343835
BRWD1,-0.002953175914596789,0.002953175914596789
SCP2,-0.0029527550170529416,0.0029527550170529416
WARS1,-0.0029521346760668543,0.0029521346760668543
TUBGCP2,-0.002949667283069987,0.002949667283069987
FAM177A1,-0.0029484368107333026,0.0029484368107333026
TRAF3IP2,-0.0029472278285233933,0.0029472278285233933
CFH,-0.0029467815679994408,0.0029467815679994408
PROSER3,-0.0029459580031161955,0.0029459580031161955
PRKCH-AS1,-0.0029423562104684644,0.0029423562104684644
ZNF329,-0.0029420010488926465,0.0029420010488926465
NDUFV2,-0.0029402024820610164,0.0029402024820610164
ENSG00000226899,-0.0029398718012573835,0.0029398718012573835
NCAPG,-0.0029398718012573835,0.0029398718012573835
NDUFV3,-0.0029382046292620867,0.0029382046292620867
CSF1,0.0029362801484496687,0.0029362801484496687
ENSG00000255836,-0.0029362254905191403,0.0029362254905191403
ABCA11P,-0.0029359746413706376,0.0029359746413706376
HPS4,-0.0029359197103141924,0.0029359197103141924
ENSG00000278893,-0.0029341641319690923,0.0029341641319690923
CACHD1,0.0029340393858787624,0.0029340393858787624
CR1,-0.0029332472720614983,0.0029332472720614983
POGLUT3,-0.0029274995450838445,0.0029274995450838445
ABCB8,-0.002926665005097212,0.002926665005097212
IST1,-0.002925784408303753,0.002925784408303753
ENSG00000273108,-0.0029242989074923106,0.0029242989074923106
RIBC1,-0.0029242989074923106,0.0029242989074923106
RGL4,-0.0029242989074923106,0.0029242989074923106
ENSG00000280274,-0.0029242989074923106,0.0029242989074923106
OPN4,-0.0029242989074923106,0.0029242989074923106
GIMAP1-GIMAP5,-0.0029242989074923106,0.0029242989074923106
LSM3P5,-0.0029242989074923106,0.0029242989074923106
TAFAZZIN,-0.0029242989074923106,0.0029242989074923106
LMOD1,-0.0029242989074923106,0.0029242989074923106
ENSG00000250397,-0.0029242989074923106,0.0029242989074923106
FAM222A-AS1,-0.0029242989074923106,0.0029242989074923106
OVCH1,-0.0029242989074923106,0.0029242989074923106
DNAAF5,-0.0029242989074923106,0.0029242989074923106
RBFOX3,-0.0029242989074923106,0.0029242989074923106
ENSG00000273183,-0.0029242989074923106,0.0029242989074923106
COLQ,-0.0029242989074923106,0.0029242989074923106
ENSG00000236478,-0.0029242989074923106,0.0029242989074923106
ALG3,-0.0029242989074923106,0.0029242989074923106
RUNDC3B,-0.0029242989074923106,0.0029242989074923106
ZNF449,-0.0029242989074923106,0.0029242989074923106
KCNE1,-0.0029242989074923106,0.0029242989074923106
EIF1,-0.0029242989074923106,0.0029242989074923106
LINC00630,-0.0029242989074923106,0.0029242989074923106
LIN9,-0.0029242989074923106,0.0029242989074923106
ENSG00000286457,-0.0029242989074923106,0.0029242989074923106
ENSG00000253854,-0.0029242989074923106,0.0029242989074923106
LDLRAD2,-0.0029242989074923106,0.0029242989074923106
PKP4-AS1,-0.0029242989074923106,0.0029242989074923106
CITED1,-0.0029242989074923106,0.0029242989074923106
ENSG00000276593,-0.0029242989074923106,0.0029242989074923106
ENSG00000286757,-0.0029242989074923106,0.0029242989074923106
TTC39A,-0.0029242989074923106,0.0029242989074923106
STEAP1B,-0.0029242989074923106,0.0029242989074923106
PNRC1,-0.0029242989074923106,0.0029242989074923106
ENSG00000230732,-0.0029242989074923106,0.0029242989074923106
KIF4A,-0.0029242989074923106,0.0029242989074923106
EDNRB,-0.0029242989074923106,0.0029242989074923106
POLR3K,-0.0029242989074923106,0.0029242989074923106
KIAA0087,-0.0029242989074923106,0.0029242989074923106
PGS1,-0.0029242989074923106,0.0029242989074923106
ENSG00000286787,-0.0029242989074923106,0.0029242989074923106
COA6-AS1,-0.0029242989074923106,0.0029242989074923106
FASTK,-0.0029242989074923106,0.0029242989074923106
LIPT2-AS1,-0.0029242989074923106,0.0029242989074923106
ENSG00000287458,-0.0029242989074923106,0.0029242989074923106
TAF1,-0.0029242989074923106,0.0029242989074923106
LINC02958,-0.0029242989074923106,0.0029242989074923106
LINC02751,-0.0029242989074923106,0.0029242989074923106
LINC02605,-0.0029242989074923106,0.0029242989074923106
LINC02371,-0.0029242989074923106,0.0029242989074923106
SMAD9-IT1,-0.0029242989074923106,0.0029242989074923106
EIF2S2P3,-0.0029242989074923106,0.0029242989074923106
LINC01116,-0.0029242989074923106,0.0029242989074923106
DPP9,-0.0029242989074923106,0.0029242989074923106
ENSG00000237596,-0.0029242989074923106,0.0029242989074923106
ENSG00000287040,-0.0029242989074923106,0.0029242989074923106
CLYBL,-0.0029242989074923106,0.0029242989074923106
SMNDC1,-0.0029242989074923106,0.0029242989074923106
SMYD5,-0.0029242989074923106,0.0029242989074923106
ENSG00000259463,-0.0029242989074923106,0.0029242989074923106
LINC01144,-0.0029242989074923106,0.0029242989074923106
SLC16A4-AS1,-0.0029242989074923106,0.0029242989074923106
USP9Y,-0.0029242989074923106,0.0029242989074923106
VCAN-AS1,-0.0029242989074923106,0.0029242989074923106
ENSG00000268683,-0.0029242989074923106,0.0029242989074923106
ENSG00000289412,-0.0029242989074923106,0.0029242989074923106
RPGRIP1L,-0.0029242989074923106,0.0029242989074923106
CST11,-0.0029242989074923106,0.0029242989074923106
HMGN1P1,-0.0029242989074923106,0.0029242989074923106
ENSG00000260361,-0.0029242989074923106,0.0029242989074923106
ENSG00000268947,-0.0029242989074923106,0.0029242989074923106
ENSG00000279528,-0.0029242989074923106,0.0029242989074923106
ENSG00000289397,-0.0029242989074923106,0.0029242989074923106
CCM2L,-0.0029242989074923106,0.0029242989074923106
ADCY6,-0.0029242989074923106,0.0029242989074923106
RNU6-729P,-0.0029242989074923106,0.0029242989074923106
AIFM1,-0.0029242989074923106,0.0029242989074923106
ENSG00000289156,-0.0029242989074923106,0.0029242989074923106
ENSG00000289137,-0.0029242989074923106,0.0029242989074923106
ENSG00000279393,-0.0029242989074923106,0.0029242989074923106
ENSG00000248840,-0.0029242989074923106,0.0029242989074923106
TCF7L1-IT1,-0.0029242989074923106,0.0029242989074923106
ENSG00000272416,-0.0029242989074923106,0.0029242989074923106
ENSG00000269376,-0.0029242989074923106,0.0029242989074923106
RPL7P21,-0.0029242989074923106,0.0029242989074923106
RN7SL757P,-0.0029242989074923106,0.0029242989074923106
ENSG00000279803,-0.0029242989074923106,0.0029242989074923106
MTBP,-0.0029242989074923106,0.0029242989074923106
MTCH2,-0.0029242989074923106,0.0029242989074923106
HAPLN1,-0.0029242989074923106,0.0029242989074923106
CAMK2N1,-0.0029242989074923106,0.0029242989074923106
ENSG00000214770,-0.0029242989074923106,0.0029242989074923106
HADHAP1,-0.0029242989074923106,0.0029242989074923106
CYP27A1,-0.0029242989074923106,0.0029242989074923106
RPSAP28,-0.0029242989074923106,0.0029242989074923106
CACNA2D3,-0.0029242989074923106,0.0029242989074923106
ENSG00000280106,-0.0029242989074923106,0.0029242989074923106
RPS7P4,-0.0029242989074923106,0.0029242989074923106
DACH2,-0.0029242989074923106,0.0029242989074923106
MPND,-0.0029242989074923106,0.0029242989074923106
ENSG00000270426,-0.0029242989074923106,0.0029242989074923106
RPS25P3,-0.0029242989074923106,0.0029242989074923106
ENSG00000270681,-0.0029242989074923106,0.0029242989074923106
SCAT1,-0.0029242989074923106,0.0029242989074923106
MMADHC-DT,-0.0029242989074923106,0.0029242989074923106
ENSG00000260884,-0.0029242989074923106,0.0029242989074923106
ENSG00000231521,-0.0029242989074923106,0.0029242989074923106
ARHGAP39,-0.0029242989074923106,0.0029242989074923106
HSPD1P16,-0.0029242989074923106,0.0029242989074923106
CRADD-AS1,-0.0029242989074923106,0.0029242989074923106
ENSG00000226239,-0.0029242989074923106,0.0029242989074923106
TMEM88B,-0.0029242989074923106,0.0029242989074923106
HSF1,-0.0029242989074923106,0.0029242989074923106
ENSG00000237903,-0.0029242989074923106,0.0029242989074923106
GLIPR1L1,-0.0029242989074923106,0.0029242989074923106
ENSG00000288539,-0.0029242989074923106,0.0029242989074923106
RN7SKP42,-0.0029242989074923106,0.0029242989074923106
TCEAL4P1,-0.0029242989074923106,0.0029242989074923106
ENSG00000226197,-0.0029242989074923106,0.0029242989074923106
RN7SL526P,-0.0029242989074923106,0.0029242989074923106
NSRP1P1,-0.0029242989074923106,0.0029242989074923106
BTNL12P,-0.0029242989074923106,0.0029242989074923106
ENSG00000260948,-0.0029242989074923106,0.0029242989074923106
RPA1,-0.002924192025179167,0.002924192025179167
SCYL3,-0.00292396361608789,0.00292396361608789
ENTPD1-AS1,-0.002923076309270206,0.002923076309270206
DHX37,0.0029209791212404163,0.0029209791212404163
SNAP25,-0.0029194333673981817,0.0029194333673981817
TOMM40,-0.0029183178757882814,0.0029183178757882814
FGF9,0.0029176576747295246,0.0029176576747295246
NRP2,-0.0029176492133665445,0.0029176492133665445
MCPH1,-0.0029170933594668148,0.0029170933594668148
VPS8,-0.002910057167636935,0.002910057167636935
ZSCAN12,-0.002909094225427694,0.002909094225427694
PRMT9,-0.00290630873763757,0.00290630873763757
IL1R1,-0.002904891879520545,0.002904891879520545
YIPF4,-0.002904270224228955,0.002904270224228955
YTHDC2,-0.002903572761043503,0.002903572761043503
SCIN,-0.0029030288628329034,0.0029030288628329034
EPS8,-0.0028995548176229645,0.0028995548176229645
N4BP2L1,-0.002899202230672274,0.002899202230672274
ACP1,-0.002898781054146654,0.002898781054146654
CHMP4BP1,0.0028966645973610857,0.0028966645973610857
MRAS,-0.0028952216878684943,0.0028952216878684943
ENSG00000258926,-0.0028928265381099128,0.0028928265381099128
PLEKHN1,0.0028905632288760996,0.0028905632288760996
HIF1A-AS3,-0.0028904152207640515,0.0028904152207640515
DNAJC2,-0.0028902713165786663,0.0028902713165786663
ZC3H18,-0.0028887205866390438,0.0028887205866390438
ZNF785,-0.0028882252005597254,0.0028882252005597254
WLS,-0.0028865450350491874,0.0028865450350491874
C1QTNF12,0.002886247253623416,0.002886247253623416
ZBTB25,-0.0028849531398150614,0.0028849531398150614
RAD52,-0.0028844977252558937,0.0028844977252558937
RN7SKP23,-0.0028835848608968315,0.0028835848608968315
LONP2,-0.002883057624020974,0.002883057624020974
MAP3K21,0.002882980489190172,0.002882980489190172
USP14,-0.002882730090242985,0.002882730090242985
UBE3D,-0.0028822209617507,0.0028822209617507
DCLRE1B,0.0028806622680560075,0.0028806622680560075
